receptor,stressor,receptor_id,stressor_id,url,num_refs,link
Birds,Noise,271,355,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:271&f[1]=stressor:355,42,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:271&f[1]=stressor:355'>Birds x Noise (42)</a>
Birds,Changes in Flow,271,353,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:271&f[1]=stressor:353,23,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:271&f[1]=stressor:353'>Birds x Changes in Flow (23)</a>
Birds,Habitat Change,271,356,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:271&f[1]=stressor:356,43,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:271&f[1]=stressor:356'>Birds x Habitat Change (43)</a>
Birds,Collision,271,351,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:271&f[1]=stressor:351,50,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:271&f[1]=stressor:351'>Birds x Collision (50)</a>
Birds,EMF,271,352,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:271&f[1]=stressor:352,21,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:271&f[1]=stressor:352'>Birds x EMF (21)</a>
Birds,Attraction,271,530,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:271&f[1]=stressor:530,18,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:271&f[1]=stressor:530'>Birds x Attraction (18)</a>
Birds,Avoidance,271,531,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:271&f[1]=stressor:531,14,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:271&f[1]=stressor:531'>Birds x Avoidance (14)</a>
Birds,Displacement,271,532,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:271&f[1]=stressor:532,15,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:271&f[1]=stressor:532'>Birds x Displacement (15)</a>
Birds,Chemicals,271,350,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:271&f[1]=stressor:350,8,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:271&f[1]=stressor:350'>Birds x Chemicals (8)</a>
Birds,Entrapment,271,533,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:271&f[1]=stressor:533,5,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:271&f[1]=stressor:533'>Birds x Entrapment (5)</a>
Birds,Lighting,271,354,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:271&f[1]=stressor:354,6,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:271&f[1]=stressor:354'>Birds x Lighting (6)</a>
Ecosystem Processes,Noise,278,355,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:278&f[1]=stressor:355,14,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:278&f[1]=stressor:355'>Ecosystem Processes x Noise (14)</a>
Ecosystem Processes,Changes in Flow,278,353,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:278&f[1]=stressor:353,14,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:278&f[1]=stressor:353'>Ecosystem Processes x Changes in Flow (14)</a>
Ecosystem Processes,Habitat Change,278,356,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:278&f[1]=stressor:356,46,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:278&f[1]=stressor:356'>Ecosystem Processes x Habitat Change (46)</a>
Ecosystem Processes,Collision,278,351,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:278&f[1]=stressor:351,10,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:278&f[1]=stressor:351'>Ecosystem Processes x Collision (10)</a>
Ecosystem Processes,EMF,278,352,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:278&f[1]=stressor:352,6,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:278&f[1]=stressor:352'>Ecosystem Processes x EMF (6)</a>
Ecosystem Processes,Attraction,278,530,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:278&f[1]=stressor:530,7,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:278&f[1]=stressor:530'>Ecosystem Processes x Attraction (7)</a>
Ecosystem Processes,Avoidance,278,531,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:278&f[1]=stressor:531,3,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:278&f[1]=stressor:531'>Ecosystem Processes x Avoidance (3)</a>
Ecosystem Processes,Displacement,278,532,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:278&f[1]=stressor:532,4,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:278&f[1]=stressor:532'>Ecosystem Processes x Displacement (4)</a>
Ecosystem Processes,Chemicals,278,350,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:278&f[1]=stressor:350,3,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:278&f[1]=stressor:350'>Ecosystem Processes x Chemicals (3)</a>
Ecosystem Processes,Entrapment,278,533,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:278&f[1]=stressor:533,1,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:278&f[1]=stressor:533'>Ecosystem Processes x Entrapment (1)</a>
Ecosystem Processes,Lighting,278,354,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:278&f[1]=stressor:354,0,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:278&f[1]=stressor:354'>Ecosystem Processes x Lighting (0)</a>
Fish,Noise,280,355,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:280&f[1]=stressor:355,50,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:280&f[1]=stressor:355'>Fish x Noise (50)</a>
Fish,Changes in Flow,280,353,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:280&f[1]=stressor:353,32,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:280&f[1]=stressor:353'>Fish x Changes in Flow (32)</a>
Fish,Habitat Change,280,356,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:280&f[1]=stressor:356,50,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:280&f[1]=stressor:356'>Fish x Habitat Change (50)</a>
Fish,Collision,280,351,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:280&f[1]=stressor:351,50,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:280&f[1]=stressor:351'>Fish x Collision (50)</a>
Fish,EMF,280,352,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:280&f[1]=stressor:352,50,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:280&f[1]=stressor:352'>Fish x EMF (50)</a>
Fish,Attraction,280,530,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:280&f[1]=stressor:530,46,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:280&f[1]=stressor:530'>Fish x Attraction (46)</a>
Fish,Avoidance,280,531,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:280&f[1]=stressor:531,40,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:280&f[1]=stressor:531'>Fish x Avoidance (40)</a>
Fish,Displacement,280,532,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:280&f[1]=stressor:532,15,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:280&f[1]=stressor:532'>Fish x Displacement (15)</a>
Fish,Chemicals,280,350,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:280&f[1]=stressor:350,7,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:280&f[1]=stressor:350'>Fish x Chemicals (7)</a>
Fish,Entrapment,280,533,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:280&f[1]=stressor:533,7,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:280&f[1]=stressor:533'>Fish x Entrapment (7)</a>
Fish,Lighting,280,354,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:280&f[1]=stressor:354,5,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:280&f[1]=stressor:354'>Fish x Lighting (5)</a>
Human Dimensions,Noise,284,355,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:284&f[1]=stressor:355,50,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:284&f[1]=stressor:355'>Human Dimensions x Noise (50)</a>
Human Dimensions,Changes in Flow,284,353,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:284&f[1]=stressor:353,41,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:284&f[1]=stressor:353'>Human Dimensions x Changes in Flow (41)</a>
Human Dimensions,Habitat Change,284,356,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:284&f[1]=stressor:356,50,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:284&f[1]=stressor:356'>Human Dimensions x Habitat Change (50)</a>
Human Dimensions,Collision,284,351,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:284&f[1]=stressor:351,23,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:284&f[1]=stressor:351'>Human Dimensions x Collision (23)</a>
Human Dimensions,EMF,284,352,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:284&f[1]=stressor:352,21,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:284&f[1]=stressor:352'>Human Dimensions x EMF (21)</a>
Human Dimensions,Attraction,284,530,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:284&f[1]=stressor:530,6,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:284&f[1]=stressor:530'>Human Dimensions x Attraction (6)</a>
Human Dimensions,Avoidance,284,531,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:284&f[1]=stressor:531,1,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:284&f[1]=stressor:531'>Human Dimensions x Avoidance (1)</a>
Human Dimensions,Displacement,284,532,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:284&f[1]=stressor:532,2,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:284&f[1]=stressor:532'>Human Dimensions x Displacement (2)</a>
Human Dimensions,Chemicals,284,350,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:284&f[1]=stressor:350,11,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:284&f[1]=stressor:350'>Human Dimensions x Chemicals (11)</a>
Human Dimensions,Entrapment,284,533,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:284&f[1]=stressor:533,6,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:284&f[1]=stressor:533'>Human Dimensions x Entrapment (6)</a>
Human Dimensions,Lighting,284,354,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:284&f[1]=stressor:354,0,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:284&f[1]=stressor:354'>Human Dimensions x Lighting (0)</a>
Invertebrates,Noise,270,355,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:270&f[1]=stressor:355,50,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:270&f[1]=stressor:355'>Invertebrates x Noise (50)</a>
Invertebrates,Changes in Flow,270,353,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:270&f[1]=stressor:353,28,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:270&f[1]=stressor:353'>Invertebrates x Changes in Flow (28)</a>
Invertebrates,Habitat Change,270,356,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:270&f[1]=stressor:356,50,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:270&f[1]=stressor:356'>Invertebrates x Habitat Change (50)</a>
Invertebrates,Collision,270,351,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:270&f[1]=stressor:351,22,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:270&f[1]=stressor:351'>Invertebrates x Collision (22)</a>
Invertebrates,EMF,270,352,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:270&f[1]=stressor:352,50,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:270&f[1]=stressor:352'>Invertebrates x EMF (50)</a>
Invertebrates,Attraction,270,530,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:270&f[1]=stressor:530,28,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:270&f[1]=stressor:530'>Invertebrates x Attraction (28)</a>
Invertebrates,Avoidance,270,531,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:270&f[1]=stressor:531,8,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:270&f[1]=stressor:531'>Invertebrates x Avoidance (8)</a>
Invertebrates,Displacement,270,532,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:270&f[1]=stressor:532,8,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:270&f[1]=stressor:532'>Invertebrates x Displacement (8)</a>
Invertebrates,Chemicals,270,350,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:270&f[1]=stressor:350,6,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:270&f[1]=stressor:350'>Invertebrates x Chemicals (6)</a>
Invertebrates,Entrapment,270,533,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:270&f[1]=stressor:533,4,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:270&f[1]=stressor:533'>Invertebrates x Entrapment (4)</a>
Invertebrates,Lighting,270,354,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:270&f[1]=stressor:354,0,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:270&f[1]=stressor:354'>Invertebrates x Lighting (0)</a>
Marine Mammals,Noise,281,355,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:281&f[1]=stressor:355,50,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:281&f[1]=stressor:355'>Marine Mammals x Noise (50)</a>
Marine Mammals,Changes in Flow,281,353,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:281&f[1]=stressor:353,26,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:281&f[1]=stressor:353'>Marine Mammals x Changes in Flow (26)</a>
Marine Mammals,Habitat Change,281,356,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:281&f[1]=stressor:356,41,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:281&f[1]=stressor:356'>Marine Mammals x Habitat Change (41)</a>
Marine Mammals,Collision,281,351,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:281&f[1]=stressor:351,50,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:281&f[1]=stressor:351'>Marine Mammals x Collision (50)</a>
Marine Mammals,EMF,281,352,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:281&f[1]=stressor:352,34,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:281&f[1]=stressor:352'>Marine Mammals x EMF (34)</a>
Marine Mammals,Attraction,281,530,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:281&f[1]=stressor:530,23,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:281&f[1]=stressor:530'>Marine Mammals x Attraction (23)</a>
Marine Mammals,Avoidance,281,531,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:281&f[1]=stressor:531,36,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:281&f[1]=stressor:531'>Marine Mammals x Avoidance (36)</a>
Marine Mammals,Displacement,281,532,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:281&f[1]=stressor:532,15,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:281&f[1]=stressor:532'>Marine Mammals x Displacement (15)</a>
Marine Mammals,Chemicals,281,350,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:281&f[1]=stressor:350,7,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:281&f[1]=stressor:350'>Marine Mammals x Chemicals (7)</a>
Marine Mammals,Entrapment,281,533,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:281&f[1]=stressor:533,16,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:281&f[1]=stressor:533'>Marine Mammals x Entrapment (16)</a>
Marine Mammals,Lighting,281,354,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:281&f[1]=stressor:354,3,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:281&f[1]=stressor:354'>Marine Mammals x Lighting (3)</a>
Physical Environment,Noise,279,355,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:279&f[1]=stressor:355,22,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:279&f[1]=stressor:355'>Physical Environment x Noise (22)</a>
Physical Environment,Changes in Flow,279,353,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:279&f[1]=stressor:353,50,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:279&f[1]=stressor:353'>Physical Environment x Changes in Flow (50)</a>
Physical Environment,Habitat Change,279,356,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:279&f[1]=stressor:356,50,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:279&f[1]=stressor:356'>Physical Environment x Habitat Change (50)</a>
Physical Environment,Collision,279,351,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:279&f[1]=stressor:351,17,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:279&f[1]=stressor:351'>Physical Environment x Collision (17)</a>
Physical Environment,EMF,279,352,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:279&f[1]=stressor:352,17,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:279&f[1]=stressor:352'>Physical Environment x EMF (17)</a>
Physical Environment,Attraction,279,530,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:279&f[1]=stressor:530,9,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:279&f[1]=stressor:530'>Physical Environment x Attraction (9)</a>
Physical Environment,Avoidance,279,531,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:279&f[1]=stressor:531,6,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:279&f[1]=stressor:531'>Physical Environment x Avoidance (6)</a>
Physical Environment,Displacement,279,532,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:279&f[1]=stressor:532,8,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:279&f[1]=stressor:532'>Physical Environment x Displacement (8)</a>
Physical Environment,Chemicals,279,350,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:279&f[1]=stressor:350,9,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:279&f[1]=stressor:350'>Physical Environment x Chemicals (9)</a>
Physical Environment,Entrapment,279,533,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:279&f[1]=stressor:533,4,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:279&f[1]=stressor:533'>Physical Environment x Entrapment (4)</a>
Physical Environment,Lighting,279,354,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:279&f[1]=stressor:354,1,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:279&f[1]=stressor:354'>Physical Environment x Lighting (1)</a>
Reptiles,Noise,283,355,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:283&f[1]=stressor:355,18,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:283&f[1]=stressor:355'>Reptiles x Noise (18)</a>
Reptiles,Changes in Flow,283,353,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:283&f[1]=stressor:353,7,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:283&f[1]=stressor:353'>Reptiles x Changes in Flow (7)</a>
Reptiles,Habitat Change,283,356,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:283&f[1]=stressor:356,11,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:283&f[1]=stressor:356'>Reptiles x Habitat Change (11)</a>
Reptiles,Collision,283,351,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:283&f[1]=stressor:351,7,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:283&f[1]=stressor:351'>Reptiles x Collision (7)</a>
Reptiles,EMF,283,352,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:283&f[1]=stressor:352,24,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:283&f[1]=stressor:352'>Reptiles x EMF (24)</a>
Reptiles,Attraction,283,530,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:283&f[1]=stressor:530,4,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:283&f[1]=stressor:530'>Reptiles x Attraction (4)</a>
Reptiles,Avoidance,283,531,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:283&f[1]=stressor:531,4,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:283&f[1]=stressor:531'>Reptiles x Avoidance (4)</a>
Reptiles,Displacement,283,532,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:283&f[1]=stressor:532,3,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:283&f[1]=stressor:532'>Reptiles x Displacement (3)</a>
Reptiles,Chemicals,283,350,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:283&f[1]=stressor:350,3,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:283&f[1]=stressor:350'>Reptiles x Chemicals (3)</a>
Reptiles,Entrapment,283,533,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:283&f[1]=stressor:533,2,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:283&f[1]=stressor:533'>Reptiles x Entrapment (2)</a>
Reptiles,Lighting,283,354,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:283&f[1]=stressor:354,1,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:283&f[1]=stressor:354'>Reptiles x Lighting (1)</a>
Terrestrial Mammals,Noise,293,355,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:293&f[1]=stressor:355,0,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:293&f[1]=stressor:355'>Terrestrial Mammals x Noise (0)</a>
